current_url,current_route,current_status,title,description,canonical,new_route_exists,redirect_exists,recommended_target,action
https://www.sunray-cleaning.com/blog/post-construction-cleaning,/blog/post-construction-cleaning,200,Post-Construction Cleaning. From Dust to Darling: Post-Construction Cleaning for Park City and Surrounding Areas | SunRay Cleaning Services,"Expert vacation home cleaning in Park City, Heber & Midway. Seasonal deep cleans, turnover services, and eco-friendly care for your Utah getaway.",,no,yes,/services/deep-cleaning,covered_by_redirect
https://www.sunray-cleaning.com/blog/post-ski-season-deep-clean-checklist-park-city,/blog/post-ski-season-deep-clean-checklist-park-city,404,Not Found,,,no,yes,/blog/post-ski-season-deep-clean-park-city-rental-owners,covered_by_redirect
https://www.sunray-cleaning.com/blog/real-estate-move-in-move-out-cleaning,/blog/real-estate-move-in-move-out-cleaning,200,Real Estate Move-In/Move-Out: Cleaning From Final Dust to Market-Ready: Post-Construction Cleaning to Prep Your Park City Area Home for Sale | SunRay Cleaning Services,"Expert vacation home cleaning in Park City, Heber & Midway. Seasonal deep cleans, turnover services, and eco-friendly care for your Utah getaway.",,no,yes,/services/move-in-move-out-cleaning,covered_by_redirect
https://www.sunray-cleaning.com/blog/red-ledges-home-cleaning,/blog/red-ledges-home-cleaning,404,Not Found,,,no,yes,/blog/red-ledges-home-cleaning-guide-luxury-heber-homeowners,covered_by_redirect
https://www.sunray-cleaning.com/blog/salt-lake-valley-home-cleaning,/blog/salt-lake-valley-home-cleaning,200,Home Cleaning in Salt Lake Valley | SunRay Cleaning Services,"Expert vacation home cleaning in Park City, Heber & Midway. Seasonal deep cleans, turnover services, and eco-friendly care for your Utah getaway.",,no,yes,/service-location/salt-lake-county,covered_by_redirect
https://www.sunray-cleaning.com/blog/seasonal-cleaning-guides,/blog/seasonal-cleaning-guides,200,Seasonal Cleaning Guides | SunRay Cleaning Services,"Expert vacation home cleaning in Park City, Heber & Midway. Seasonal deep cleans, turnover services, and eco-friendly care for your Utah getaway.",,no,yes,/services/deep-cleaning,covered_by_redirect
https://www.sunray-cleaning.com/blog/south-jordan-cleaning,/blog/south-jordan-cleaning,200,South Jordan Cleaning Services | SunRay Cleaning Services,"Expert vacation home cleaning in Park City, Heber & Midway. Seasonal deep cleans, turnover services, and eco-friendly care for your Utah getaway.",,no,yes,/service-location/salt-lake-county,covered_by_redirect
https://www.sunray-cleaning.com/blog/vacation-seasonal-home-care,/blog/vacation-seasonal-home-care,200,Vacation/Seasonal Home Cleaning & Care In Park City Heber & Midway | SunRay Cleaning Services,"Expert vacation home cleaning in Park City, Heber & Midway. Seasonal deep cleans, turnover services, and eco-friendly care for your Utah getaway.",,no,yes,/services/short-term-rental-cleaning,covered_by_redirect
https://www.sunray-cleaning.com/blog/window-glass-cleaning-essentials,/blog/window-glass-cleaning-essentials,200,Window & Glass Cleaning Essentials | SunRay Cleaning Services,"Expert vacation home cleaning in Park City, Heber & Midway. Seasonal deep cleans, turnover services, and eco-friendly care for your Utah getaway.",,no,yes,/blog,covered_by_redirect
https://www.sunray-cleaning.com/cleaning-services/deep-cleaning,/cleaning-services/deep-cleaning,404,Not Found,,,no,yes,/services/deep-cleaning,covered_by_redirect
https://www.sunray-cleaning.com/cleaning-services/short-term-rentals,/cleaning-services/short-term-rentals,404,Not Found,,,no,yes,/services/short-term-rental-cleaning,covered_by_redirect
https://www.sunray-cleaning.com/contact,/contact,200,Get a Free Cleaning Quote in Herriman | Sun Ray Cleaning,"Contact Sun Ray Cleaning Services in Herriman today for a free, personalized cleaning quote. Our licensed, uniformed team provides reliable one‑time, recurring, and move‑in/out cleaning.",,yes,no,/contact,covered
https://www.sunray-cleaning.com/location/park-city,/location/park-city,200,Sun Ray Cleaning,,,no,yes,/service-location/park-city,covered_by_redirect
https://www.sunray-cleaning.com/location/red-ledges,/location/red-ledges,404,Not Found,,,no,yes,/service-location/red-ledges,covered_by_redirect
https://www.sunray-cleaning.com/service-location/heber,/service-location/heber,200,Top Rated Heber Cleaning Professionals 801-604-2189,"801-604-2189 Call or text for a free quote. Trusted cleaning services in Heber City, Utah. Sunray Cleaning provides professional home, office, and rental cleaning to keep your space spotless. Heber residents deserve spotless homes without the hassle. Our Heber home cleaning services provide reliable, detailed cleaning for apartments, condos, and houses, using eco-friendly products that are safe for families and pets.",,no,yes,/service-location/heber-city,covered_by_redirect
https://www.sunray-cleaning.com/service-location/midway-heber,/service-location/midway-heber,200,Top Rated Home Cleaners in Heber & Midway Utah,"Call or Text 801-604-2189. Your trusted cleaning services in Midway and Heber Utah. Sun Ray Cleaning provides professional home, Air BnB rental cleaning to keep your space spotless. We serve neighborhoods across Midway, including Deer Creek, Wasatch Mountain View, Red Ledges, and surrounding communities.",,no,yes,/service-location/wasatch-county,covered_by_redirect
https://www.sunray-cleaning.com/service-location/park-city,/service-location/park-city,200,"Cleaning Services in Park City, UT 801-604-2189 Call or Text for a quote","Trusted cleaning services in Park City, Utah. Sunray Cleaning provides professional home, office, and rental cleaning to keep your space spotless. Park City residents deserve spotless homes without the hassle. Our Park City home cleaning services provide reliable, detailed cleaning for apartments, condos, and houses, using eco-friendly products that are safe for families and pets.",,yes,no,/service-location/park-city,covered
https://www.sunray-cleaning.com/service-location/park-cityhttps:/www.sunray-cleaning.com,/service-location/park-cityhttps:/www.sunray-cleaning.com,404,Not Found,,,no,yes,/service-location/park-city,covered_by_redirect
https://www.sunray-cleaning.com/service-location/salt-lake-county,/service-location/salt-lake-county,200,Salt Lake County,"Salt Lake County Home Cleaning Services | Sun Ray Cleaning Experience dependable, eco-friendly home cleaning across Salt Lake County. Sun Ray Cleaning Services delivers meticulous cleaning for homes, townhomes, condos, and vacation properties throughout Salt Lake County, Utah.",,yes,no,/service-location/salt-lake-county,covered
https://www.sunray-cleaning.com/services,/services,200,Professional House Cleaning Services in Herriman | Sun Ray Cleaning,"Choose Sun Ray Cleaning for expert one‑time deep, move‑in/out, recurring, or short‑term rental cleaning services in Herriman and Salt Lake County. Book your spotless home today.",,yes,no,/services,covered
